Title	URL	Assignees	Status	Estimated size	Real size	Labels
Refactor: add better logging or errors	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/132		Product Backlog			
Clean up output code	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/190		Sprint Backlog	5		
Onboard and Test new LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/171		Sprint Backlog	2		
Module: execute Tests	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/191	theidkamp	In Progress	5		
Set prerequisite for Modules	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/127	adititakale01, PeppermintCoding123	In Progress	3		
(Module:) Output Exporter	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/164	Moaiadsu	In Progress	3		
Module: Check output for code coverage of the tests	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/172	Moaiadsu	In Progress	5		
Enable Output to Reinput for LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/146	adititakale01	In Progress	5		
Module: Detect redundant/duplicate test cases	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/108	Moaiadsu	In Progress	3		
Research: How to finetune LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/193	JonasBrue, PeppermintCoding123	Awaiting Review	3		
Research: How to train LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/192	JonasBrue, PeppermintCoding123	Awaiting Review	3		
Research: can we run the models in the CI	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/170	Biranavan-Parameswaran	Awaiting Review	3		
Modul dependency	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/202	Biranavan-Parameswaran	Awaiting Review			
Module: Show dependency hierarchy of code by logic flow	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/174	OlafVanHuusen	Awaiting Review	3		
Onboard and Test new LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/158	theidkamp	Feature Archive	2	2	
Onboard and Test new LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/206	OlafVanHuusen	Feature Archive	2		
Test current models for consistency (deterministic)	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/161	OlafVanHuusen	Feature Archive	3	2	
Researchg: LLM testing of Code understandability, make LLM describe the code, let the same LLM (with no history) build the code from the description -> see if code passes the Unit tests.	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/162	Biranavan-Parameswaran	Feature Archive	3	3	
Research: Benefits of chaining methods	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/159	JonasBrue	Feature Archive	3	3	
Module: External research	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/69	Biranavan-Parameswaran	Feature Archive	5	8	
Initialize user, (technical) design, and build/deploy documentation	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/97	adititakale01	Feature Archive	3	5	
Research: How to measure code coverage with tools	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/165	PeppermintCoding123	Feature Archive	3	3	
Onboard and Test new LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/107	OlafVanHuusen	Feature Archive	2	2	
Module: Code complexity: CCC	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/66	OlafVanHuusen	Feature Archive	5	5	
Refactoring: unify payload to json	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/106	theidkamp	Feature Archive	5	5	
Fix: keep models	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/152	JonasBrue	Feature Archive	2	2	
Bug-Fix: Update Extract Code from Input/Output #128	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/148	PeppermintCoding123, theidkamp	Feature Archive	1	1	
Unify build process	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/123	Biranavan-Parameswaran	Feature Archive	5	3	
Module: Evaluate LLM performance	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/101	theidkamp	Feature Archive	3	5	
Module: Code Complexity: MCC	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/67	OlafVanHuusen, PeppermintCoding123	Feature Archive	5	5	
Continue Bill of Material	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/116	OlafVanHuusen	Feature Archive	1	1	
Extract Code from Input/Output	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/128	PeppermintCoding123	Feature Archive	3	3	
SetUp Docker compose	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/114	Biranavan-Parameswaran, JonasBrue	Feature Archive	5	5	
Continue to Maintain the Architecture-Document	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/53	adititakale01	Feature Archive	3	3	
Research/Implement How to include whole project	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/74	PeppermintCoding123	Feature Archive	5	13	
Research: Spell checker	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/77	Biranavan-Parameswaran	Feature Archive	3	3	
Write .py script to start docker containers	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/8	Moaiadsu	Feature Archive	3	3	
Show POs how the Project works	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/94	Moaiadsu, OlafVanHuusen	Feature Archive	3	2	
Module: Analyze context size	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/68	OlafVanHuusen	Feature Archive	3	5	
